Droplet-Film model,PySINDY model,XGBoost model,Liquid film model,Liquid droplet model,,Qcr,Well status,Qlattice model,,TabPFN model,Test flow rate
223449.02215628908,181421.08494383103,221840.31,0.000936583,62397.55503401092,,223573.364055292,Loaded,99244.75962291489,,206545.66,43183.19168
54555.366212559245,164537.14326730903,12623.448,0.002319594,66233.81749854129,,11176.303495629556,Unloaded,160733.12834943522,,36631.074,110152.5348
234456.8394329268,171083.1763740023,229932.17,0.002035789,67502.56286605584,,233674.7500286069,Questionable,161238.19687084982,,167848.92,90104.20715
261614.38885488428,131531.04598027575,73443.38,0.001916624,76223.86446204619,,76067.87331784525,Unloaded,99685.76650962431,,23296.549,105508.5719
234109.2688323938,213322.99523403315,234160.45,0.001486455,49407.17079123199,,234672.74935972143,Loaded,161603.9356678449,,241579.31,71981.42507
197613.92682728826,142598.29020094997,196701.2,0.001447651,76887.96792678324,,197675.06891497347,Questionable,100626.02615279112,,143885.56,70622.21642
235823.46355809798,65493.30213667182,167094.3,0.003833679,173405.0714972064,,235296.58838536745,Unloaded,107299.37532318014,,67237.98,220644.8718
63482.73148300453,65068.835250651966,56245.645,0.002699584,116912.33663665953,,53613.33554175451,Unloaded,109055.08180927036,,36611.543,176159.1052
155583.68888147082,21403.423163993415,200374.52,0.002445428,136140.2093274431,,158179.4544016251,Unloaded,110261.60995216065,,24894.025,136770.371
45310.85388233165,704.0524344,18345.385,0.001926403,139880.31544123963,,16505.803305379253,Unloaded,111301.72076881246,,16855.096,95597.67547
353722.92902679805,144850.29569838813,127656.74,0.003219479,55329.191489467106,,195130.83954247524,Unloaded,226740.34131697082,,206975.75,196688.8193
280985.4930961514,271885.2080045682,271186.16,0.002557351,56115.98462888163,,279048.2462862117,Questionable,236232.14328525343,,241873.39,138639.2829
232510.5194571252,244258.45991376461,232607.66,0.002699618,100604.38499031373,,233899.89048750047,Loaded,240847.42361929588,,235068.36,98316.09278
