Well no,Dia,Dev(deg),LiquidFlowrate,Gasflowrate,Area (m2),z,GasDens,Condesnate Presence,Water presence,LiquidDens,GasVis,LiqVis,g (m/s2),Test Vg,P/T,Test status,Vsg,Vsl,Rel,Reg,film thickness,"d(0,90)","d(15,90)","d(30,90)","d(45,90)","d(60,90)","d(90,90)","d(120,90)","d(150,90)","d(180,90)","d(210,90)","d(270,90)","d(360,90)",friction_factor,critical_film_thickness,Qcr,ΔQ
51,0.0318,60,3.65,7100.0,0.000794226,0.94745,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.085806798,0.008291874,Loaded,103.4660159702654,0.0531902758156998,116.03352288643286,5264350.892567104,0.0001990031903984,0.0,6.7808692786670455e-06,2.666137207924337e-05,5.828668498995392e-05,9.95015951992345e-05,0.0001990031903984,0.0002985047855977,0.0003713450087176,0.0003980063807969,0.0003713450087176,0.0001990031903984,0.0,0.0238287949109933,0.0003980063807969,130567.32679321643,123467.32679321643
52,0.0318,60,0.86,7600.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.612457447,0.009950249,Loaded,110.752355123101,0.0125325033428772,27.3394053924198,5635079.828663379,0.0001970468236199,0.0,6.7142076972150645e-06,2.6399268630047927e-05,5.7713678427027285e-05,9.852341180999804e-05,0.0001970468236199,0.0002955702354299,0.0003676943786099,0.0003940936472399,0.0003676943786099,0.0001970468236199,0.0,0.0236395529818994,0.0003940936472399,195319.3332768857,187719.3332768857
53,0.0318,60,0.94,10400.0,0.000794226,0.95377,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.005541721,0.007131012,Unloaded,151.5558543789803,0.0136983176073309,29.88260589404024,7711161.870802518,0.0001644945806981,0.0,5.605016917214193e-06,2.203809502867706e-05,4.817934721803797e-05,8.224729034905386e-05,0.0001644945806981,0.0002467418710471,0.0003069510663675,0.0003289891613962,0.0003069510663675,0.0001644945806981,0.0,0.0205460746103619,0.0003289891613962,1881.3859657248026,-8518.614034275197
54,0.0318,60,1.55,21500.0,0.000794226,0.92561,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.65019647,0.013101161,Unloaded,313.3125835719305,0.0225876513737903,49.27450971889615,15941344.252139822,0.0001076531145267,0.0,3.668190924905903e-06,1.4422782550063412e-05,3.1530867229021e-05,5.382655726335445e-05,0.0001076531145267,0.00016147967179,0.0002008834465033,0.0002153062290534,0.0002008834465033,0.0001076531145267,0.0,0.015159603147403,0.0002153062290534,2678.0397782072505,-18821.96022179275
55,0.0318,60,3.43,22000.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.934339903,0.010447761,Unloaded,320.59892272476606,0.0499842865884521,109.03972150697663,16312073.188236097,0.0001045770398642,0.0,3.563376222508545e-06,1.4010666689227878e-05,3.062990581981486e-05,5.228851993211125e-05,0.0001045770398642,0.0001568655597963,0.0001951434130392,0.0002091540797284,0.0001951434130392,0.0001045770398642,0.0,0.0148688427101452,0.0002091540797284,10744.270461118036,-11255.729538881964
56,0.0318,60,0.58,2600.0,0.000794226,0.94151,40.0,0,1,1029.0,2.5e-05,0.015,9.81,1.304237285,0.009452736,Loaded,37.88896359474508,0.0084521534172892,18.43820363674823,1927790.4677006293,0.0003660326169758,0.0,1.2472258974703483e-05,4.9039072061070445e-05,0.0001072084713767,0.0001830163084879,0.0003660326169758,0.0005490489254638,0.0006830261618907,0.0007320652339517,0.0006830261618907,0.0003660326169758,0.0,0.0398373461868096,0.0007320652339517,74534.0320902691,71934.0320902691
57,0.0318,60,1.72,23800.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,10.74714953,0.010447761,Unloaded,346.82974367497417,0.0250650066857544,54.67881078483959,17646697.358182687,0.0001013826690827,0.0,3.4545306776026554e-06,1.3582702153613886e-05,2.969429627953824e-05,5.069133454136221e-05,0.0001013826690827,0.000152074003624,0.0001891826360118,0.0002027653381654,0.0001891826360118,0.0001013826690827,0.0,0.0145663876373201,0.0002027653381654,6088.285079324853,-17711.71492067515
58,0.0318,60,0.5,9700.0,0.000794226,0.92624,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.498113093,0.012935323,Loaded,141.3549795650105,0.0072863391528355,15.895003135127787,7192141.360267734,0.0001733340427831,0.0,5.9062142838117055e-06,2.322235839228568e-05,5.076836572071053e-05,8.666702139158362e-05,0.0001733340427831,0.0002600010641747,0.000323445727174,0.0003466680855663,0.000323445727174,0.0001733340427831,0.0,0.0213845567116682,0.0003466680855663,132810.47925064596,123110.47925064596
59,0.0318,60,1.61,14100.0,0.000794226,0.9407,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.945051096,0.009618574,Unloaded,205.4747641099637,0.0234620120721306,51.18191009511148,10454555.997914951,0.0001368143789459,0.0,4.6618369143583e-06,1.8329651175769465e-05,4.00720038294493e-05,6.840718947298622e-05,0.0001368143789459,0.0002052215684189,0.0002552991067161,0.0002736287578919,0.0002552991067161,0.0001368143789459,0.0,0.0179211220838174,0.0002736287578919,1784.3474892258432,-12315.652510774156
60,0.0318,60,0.68,24800.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,10.83652247,0.010779436,Unloaded,361.4024219806454,0.0099094212478564,21.617204263773797,18388155.23037524,0.0001008870722042,0.0,3.437643623474391e-06,1.3516304761932491e-05,2.95491393145634e-05,5.04435361021172e-05,0.0001008870722042,0.0001513306083063,0.0001882578396465,0.0002017741444084,0.0001882578396465,0.0001008870722042,0.0,0.014519206263266,0.0002017741444084,25859.319184872442,1059.3191848724418
61,0.0318,60,3.76,13200.0,0.000794226,0.9383,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.166219703,0.010116086,Unloaded,192.3593536348596,0.0547932704293236,119.53042357616096,9787243.912941655,0.0001396665023822,0.0,4.75902066376944e-06,1.8711763261495396e-05,4.090737144314016e-05,6.983325119110151e-05,0.0001396665023822,0.0002094997535733,0.0002606212415029,0.0002793330047644,0.0002606212415029,0.0001396665023822,0.0,0.0181921445197233,0.0002793330047644,2226.1707299153954,-10973.829270084605
62,0.0318,60,3.67,11300.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.102638223,0.010447761,Unloaded,164.67126485408437,0.0534817293818132,116.66932301183796,8378473.955775813,0.0001526775284713,0.0,5.202360626886837e-06,2.0454910228132465e-05,4.471821275444195e-05,7.633876423565062e-05,0.0001526775284713,0.0002290162927069,0.0002849001467144,0.0003053550569426,0.0002849001467144,0.0001526775284713,0.0,0.0194261248928966,0.0003053550569426,1597.8876290902856,-9702.112370909714
63,0.0318,60,2.59,16200.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.700238241,0.009950249,Unloaded,236.0773885518732,0.0377432368116883,82.33611623996194,12011617.529519306,0.0001252084391089,0.0,4.26637410427253e-06,1.677475007240053e-05,3.6672702753224696e-05,6.260421955446846e-05,0.0001252084391089,0.0001878126586634,0.0002336421281454,0.0002504168782178,0.0002336421281454,0.0001252084391089,0.0,0.0168218262400402,0.0002504168782178,1710.2796458007028,-14489.720354199297
64,0.0318,60,3.03,22700.0,0.000794226,0.9566,40.0,0,1,1029.0,2.5e-05,0.015,9.81,16.48653635,0.006633499,Unloaded,330.79979753873585,0.0441552152661836,96.3237189988744,16831093.69877088,0.000102981583128,0.0,3.509012352530349e-06,1.3796916017213563e-05,3.016260736086612e-05,5.149079156400184e-05,0.000102981583128,0.000154472374692,0.0001921662502387,0.000205963166256,0.0001921662502387,0.000102981583128,0.0,0.0147178450410991,0.000205963166256,24470.768851992467,1770.7688519924668
65,0.0318,60,0.93,50800.0,0.000794226,0.92499,40.0,0,1,1029.0,2.5e-05,0.015,9.81,17.83790904,0.013266998,Unloaded,740.292057928096,0.0135525908242742,29.564705831337683,37666059.90738153,6.662100503596532e-05,0.0,2.2700556983923373e-06,8.925522249168338e-06,1.9512840605571108e-05,3.331050251798266e-05,6.662100503596532e-05,9.993150755394798e-05,0.0001243164878227,0.0001332420100719,0.0001243164878227,6.662100503596534e-05,0.0,0.011280420544474,0.0001332420100719,5690.542726420946,-45109.45727357906
66,0.0318,60,2.34,26100.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.78573961,0.010447761,Unloaded,380.3469037780179,0.0341000672352705,74.38861467239805,19352050.46422555,9.559908790347378e-05,0.0,3.257459927829594e-06,1.280784920044386e-05,2.800032457167862e-05,4.779954395173689e-05,9.559908790347378e-05,0.0001433986318552,0.0001783903266065,0.0001911981758069,0.0001783903266065,9.55990879034738e-05,0.0,0.0140194375345325,0.0001911981758069,2733.4021807264985,-23366.597819273502
67,0.0318,60,0.69,23500.0,0.000794226,0.9323,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.642899442,0.011442786,Unloaded,342.4579401832728,0.0100551480309131,21.93510432647635,17424259.99652492,0.0001040009943943,0.0,3.54374794910405e-06,1.3933491230005158e-05,3.0461186007972475e-05,5.20004971971946e-05,0.0001040009943943,0.0001560014915915,0.0001940684975587,0.0002080019887887,0.0001940684975587,0.0001040009943943,0.0,0.0148137686284603,0.0002080019887887,3197.944029908286,-20302.055970091715
68,0.0318,60,3.03,23300.0,0.000794226,0.9323,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.560832213,0.011442786,Unloaded,339.5434045221386,0.0441552152661836,96.3237189988744,17275968.42208641,0.0001014615347922,0.0,3.4572179614895714e-06,1.3593268155205604e-05,2.9717395511061263e-05,5.073076739613536e-05,0.0001014615347922,0.0001521923021884,0.0001893298014293,0.0002029230695845,0.0001893298014293,0.0001014615347922,0.0,0.0145740388737327,0.0002029230695845,7207.480630559297,-16092.519369440703
69,0.0318,60,2.75,21300.0,0.000794226,0.9383,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.95003634,0.010116086,Unloaded,310.3980479107962,0.0400748653405957,87.42251724320283,15793052.677701311,0.0001069941732451,0.0,3.645738045213656e-06,1.4334501157940315e-05,3.133786779606386e-05,5.3497086622588144e-05,0.0001069941732451,0.0001604912598677,0.0001996538453324,0.0002139883464903,0.0001996538453324,0.0001069941732451,0.0,0.0150974746773856,0.0002139883464903,2400.0275673969377,-18899.972432603063
70,0.0318,60,2.4,21700.0,0.000794226,0.92753,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.042800366,0.012603648,Unloaded,316.2271192330647,0.0349744279336108,76.29601504861338,16089635.826578332,0.0001061541267251,0.0,3.6171141541655928e-06,1.422195626461977e-05,3.1091823866865264e-05,5.307706336258345e-05,0.0001061541267251,0.0001592311900877,0.0001980862971857,0.0002123082534503,0.0001980862971857,0.0001061541267251,0.0,0.0150179326387702,0.0002123082534503,11919.003093741641,-9780.996906258359
71,0.0318,60,5.14,37100.0,0.000794226,0.9232,40.0,0,1,1029.0,2.5e-05,0.015,9.81,12.53212723,0.013764511,Unloaded,540.6463651404009,0.0749035664911498,163.40063222911368,27508087.0583436,7.701241885953863e-05,0.0,2.624134538118951e-06,1.0317707720290374e-05,2.25564152483801e-05,3.850620942976932e-05,7.701241885953863e-05,0.0001155186282893,0.0001437071299987,0.000154024837719,0.0001437071299987,7.701241885953865e-05,0.0,0.0122624445617636,0.000154024837719,3934.4568258157947,-33165.543174184204
72,0.0318,60,3.01,16600.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.890367581,0.009950249,Unloaded,241.9064598741417,0.0438637617000702,95.68791887346929,12308200.678396326,0.000123109116617,0.0,4.194841425010137e-06,1.649349418922935e-05,3.6057825431260734e-05,6.155455830854596e-05,0.000123109116617,0.0001846636749256,0.0002297247390449,0.0002462182332341,0.0002297247390449,0.000123109116617,0.0,0.016623080675688,0.0002462182332341,2394.049878584218,-14205.950121415783
73,0.0318,60,5.24,23300.0,0.000794226,0.90689,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.113572139,0.025870647,Unloaded,339.5434045221386,0.076360834321717,166.5796328561392,17275968.42208641,0.0001003560719881,0.0,3.4195502298726104e-06,1.3445164222398585e-05,2.939361295209774e-05,5.01780359940988e-05,0.0001003560719881,0.0001505341079822,0.0001872669797539,0.0002007121439763,0.0001872669797539,0.0001003560719881,0.0,0.0144696442886086,0.0002007121439763,2379.1294454033628,-20920.870554596637
74,0.0318,60,1.72,27700.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.40102349,0.009784411,Unloaded,403.6631890670918,0.0250650066857544,54.67881078483959,20538383.059733637,9.298205017663255e-05,0.0,3.1682865297171446e-06,1.2457232627709418e-05,2.7233811968107857e-05,4.649102508831629e-05,9.298205017663255e-05,0.0001394730752649,0.0001735068677255,0.0001859641003532,0.0001735068677255,9.29820501766326e-05,0.0,0.0137718657318934,0.0001859641003532,3666.5157124496704,-24033.48428755033
75,0.0318,60,0.57,30400.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,19.99303046,0.007296849,Unloaded,443.009420492404,0.0083064266342325,18.12030357404568,22540319.31465352,9.015041188968522e-05,0.0,3.071800794841176e-06,1.2077865031587123e-05,2.640444431572844e-05,4.507520594484261e-05,9.015041188968522e-05,0.0001352256178345,0.0001682229587477,0.0001803008237793,0.0001682229587477,9.015041188968524e-05,0.0,0.0135038588164112,0.0001803008237793,4011.356622000008,-26388.643377999993
76,0.0318,60,7.35,14300.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.4046163,0.007296849,Unloaded,208.38929977109797,0.1071091855466832,233.65654608637848,10602847.572353462,0.0001316606112279,0.0,4.4862265378698405e-06,1.7639177226763445e-05,3.856250021351142e-05,6.583030561399304e-05,0.0001316606112279,0.0001974909168419,0.0002456820452292,0.0002633212224559,0.0002456820452292,0.0001316606112279,0.0,0.0174338129309277,0.0002633212224559,1581.8559223970258,-12718.144077602974
77,0.0318,60,2.92,19300.0,0.000794226,0.95471,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.32332655,0.006965174,Unloaded,281.25269129945383,0.0425522206525598,92.82681830914628,14310136.933316212,0.0001130440821331,0.0,3.851883691597347e-06,1.514503525834582e-05,3.310984508378685e-05,5.6522041066568615e-05,0.0001130440821331,0.0001695661231997,0.0002109431290079,0.0002260881642662,0.0002109431290079,0.0001130440821331,0.0,0.0156700778109548,0.0002260881642662,2588.845872322262,-16711.15412767774
78,0.0318,60,0.87,13900.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.073696062,0.010779436,Unloaded,202.56022844882943,0.0126782301259339,27.65730545512235,10306264.42347644,0.000139641444896,0.0,4.758166850633519e-06,1.870840619490593e-05,4.090003227536557e-05,6.982072244802524e-05,0.000139641444896,0.000209462167344,0.0002605744835971,0.0002792828897921,0.0002605744835971,0.000139641444896,0.0,0.0181885901479514,0.0002792828897921,2141.6627602867025,-11758.337239713297
79,0.0318,60,2.93,17200.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.321213143,0.009784411,Unloaded,250.65006685754437,0.0426979474356165,93.14471837184884,12753075.401711855,0.0001207075924699,0.0,4.113011474050075e-06,1.617175096131664e-05,3.535443529375168e-05,6.035379623498452e-05,0.0001207075924699,0.0001810613887049,0.0002252434339786,0.0002414151849399,0.0002252434339786,0.0001207075924699,0.0,0.0163956348683655,0.0002414151849399,2639.816013923338,-14560.183986076663
80,0.0318,60,2.76,18500.0,0.000794226,0.94317,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.634566961,0.009121061,Unloaded,269.59454865491693,0.0402205921236524,87.7404173059054,13716970.635562174,0.0001159356732247,0.0,3.950412268752774e-06,1.5532435007260556e-05,3.3956772506091564e-05,5.796783661235784e-05,0.0001159356732247,0.000173903509837,0.0002163389114421,0.0002318713464494,0.0002163389114421,0.0001159356732247,0.0,0.0159437814167253,0.0002318713464494,2547.1294777165435,-15952.870522283456
81,0.0318,60,1.4,17300.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.559348336,0.010779436,Unloaded,252.10733468811148,0.0204017496279396,44.50600877835782,12827221.188931111,0.0001220996209169,0.0,4.160443693162288e-06,1.6358247410418448e-05,3.5762150986261174e-05,6.104981045846364e-05,0.0001220996209169,0.0001831494313753,0.0002278409944234,0.0002441992418338,0.0002278409944234,0.0001220996209169,0.0,0.0165270471449675,0.0002441992418338,2473.403555606213,-14826.596444393786
82,0.0318,60,0.88,21900.0,0.000794226,0.90733,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.79529417,0.026368159,Unloaded,319.1416548941989,0.0128239569089906,27.97520551782491,16237927.401016844,0.00010774083975,0.0,3.671180089404858e-06,1.443453550143846e-05,3.1556561352056514e-05,5.387041987502501e-05,0.00010774083975,0.000161611259625,0.0002010471439986,0.0002154816795001,0.0002010471439986,0.00010774083975,0.0,0.0151676843973416,0.0002154816795001,2289.110819087479,-19610.88918091252
83,0.0318,60,2.38,13400.0,0.000794226,0.94234,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.847902681,0.009286899,Unloaded,195.27388929599388,0.0346829743674974,75.66021492320826,9935535.48738017,0.0001397468028715,0.0,4.761756836591387e-06,1.8722521487127103e-05,4.093089091192754e-05,6.987340143575835e-05,0.0001397468028715,0.0002096202043072,0.0002607710842559,0.000279493605743,0.0002607710842559,0.0001397468028715,0.0,0.018199381748079,0.000279493605743,1850.4067939354406,-11549.59320606456
84,0.0318,60,1.53,18500.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.793481942,0.009950249,Unloaded,269.59454865491693,0.0222961978076769,48.63870959349103,13716970.635562174,0.0001173117305105,0.0,3.997300283746296e-06,1.5716791726498943e-05,3.435981035380965e-05,5.865586525527221e-05,0.0001173117305105,0.0001759675957658,0.0002189066692945,0.000234623461021,0.0002189066692945,0.0001173117305105,0.0,0.0160737637609295,0.000234623461021,14043.723245621808,-4456.276754378192
85,0.0318,60,7.8,25200.0,0.000794226,0.9113,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.398358873,0.018076285,Unloaded,367.23149330291386,0.1136668907842352,247.96204890799348,18684738.37925226,9.52100854187852e-05,0.0,3.244204989592331e-06,1.2755732749630856e-05,2.7886388381811748e-05,4.76050427093926e-05,9.52100854187852e-05,0.0001428151281281,0.0001776644380879,0.0001904201708375,0.0001776644380879,9.521008541878522e-05,0.0,0.0139829960889542,0.0001904201708375,2686.9830792750226,-22513.01692072498
86,0.0318,60,0.86,21300.0,0.000794226,0.93752,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.78141392,0.010281924,Unloaded,310.3980479107962,0.0125325033428772,27.3394053924198,15793052.677701311,0.0001095107648278,0.0,3.731488823961746e-06,1.4671660499070856e-05,3.2074960405157134e-05,5.475538241393377e-05,0.0001095107648278,0.0001642661472418,0.0002043498691566,0.0002190215296557,0.0002043498691566,0.0001095107648278,0.0,0.0153351520521912,0.0002190215296557,2670.897523170446,-18629.102476829554
87,0.0318,60,2.13,28300.0,0.000794226,0.93089,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.26833199,0.011774461,Unloaded,412.4067960504945,0.0310398047910796,67.71271335564437,20983257.78304916,9.14612841562132e-05,0.0,3.1164676841636927e-06,1.2253488614185388e-05,2.6788389913325102e-05,4.57306420781066e-05,9.14612841562132e-05,0.0001371919262343,0.0001706690796982,0.0001829225683124,0.0001706690796982,9.146128415621322e-05,0.0,0.0136281191232041,0.0001829225683124,2967.7126771408994,-25332.2873228591
88,0.0318,60,1.03,30300.0,0.000794226,0.93599,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.45758233,0.010613599,Unloaded,441.5521526618369,0.0150098586548413,32.74370645836324,22466173.52743426,8.925737540436348e-05,0.0,3.0413713145101228e-06,1.1958220829060378e-05,2.61428799850247e-05,4.462868770218174e-05,8.925737540436348e-05,0.0001338860631065,0.0001665565299796,0.0001785147508087,0.0001665565299796,8.92573754043635e-05,0.0,0.0134195662579393,0.0001785147508087,15310.440748079822,-14989.559251920178
89,0.0318,60,2.02,34300.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,22.55792581,0.007296849,Unloaded,499.8428658845216,0.0294368101774557,64.21581266591627,25432005.01620446,8.205375858043047e-05,0.0,2.7959140235044394e-06,1.0993119173782328e-05,2.403298946636422e-05,4.1026879290215234e-05,8.205375858043047e-05,0.0001230806378706,0.000153114397987,0.0001641075171608,0.000153114397987,8.205375858043048e-05,0.0,0.0127387472205179,0.0001641075171608,26782.883126084642,-7517.116873915358
90,0.0318,60,0.67,15300.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.402009365,0.009784411,Unloaded,222.96197807676916,0.0097636944647996,21.29930420107124,11344305.444546014,0.0001329007841699,0.0,4.528484406125457e-06,1.780532889589872e-05,3.892573845836463e-05,6.645039208496825e-05,0.0001329007841699,0.0001993511762549,0.0002479962394439,0.0002658015683398,0.0002479962394439,0.0001329007841699,0.0,0.0175496509560845,0.0002658015683398,2090.059973421495,-13209.940026578504
91,0.0318,60,2.57,26400.0,0.000794226,0.90952,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.340909023,0.01907131,Unloaded,384.7187072697192,0.0374517832455749,81.70031611455684,19574487.825883318,9.480041844641792e-05,0.0,3.230245926012257e-06,1.27008477824251e-05,2.776639970363354e-05,4.740020922320896e-05,9.480041844641792e-05,0.0001422006276696,0.0001768999891104,0.0001896008368928,0.0001768999891104,9.480041844641796e-05,0.0,0.0139439313203692,0.0001896008368928,3362.3704731739276,-23037.629526826073
92,0.0318,60,0.21,15300.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.272447228,0.009950249,Unloaded,222.96197807676916,0.0030602624441909,6.675901316753672,11344305.444546014,0.0001360205897892,0.0,4.634789204742438e-06,1.8223303594017884e-05,3.983950836827897e-05,6.801029489462724e-05,0.0001360205897892,0.0002040308846838,0.0002538178759844,0.0002720411795785,0.0002538178759844,0.0001360205897892,0.0,0.0178444262680595,0.0002720411795785,2249.4734928629637,-13050.526507137036
93,0.0318,60,2.6,27000.0,0.000794226,0.93449,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.60987835,0.010945274,Unloaded,393.462314253122,0.037888963594745,82.65401630266449,20019362.549198847,9.35720927348932e-05,0.0,3.18839174234416e-06,1.2536283341202383e-05,2.7406631432233734e-05,4.67860463674466e-05,9.35720927348932e-05,0.0001403581391023,0.0001746079021285,0.0001871441854697,0.0001746079021285,9.357209273489324e-05,0.0,0.0138277725591229,0.0001871441854697,18355.76985726861,-8644.23014273139
94,0.0419,60,3.4,12000.0,0.001378853,0.91345,40.0,0,1,1029.0,2.5e-05,0.015,9.81,1.861607747,0.01708126,Loaded,100.72719862088272,0.0285393729425834,82.0318612237853,6752751.395543978,0.0001738739722686,0.0,5.924611934892347e-06,2.3294695227090653e-05,5.092650740565143e-05,8.69369861343345e-05,0.0001738739722686,0.000260810958403,0.0003244532493102,0.0003477479445373,0.0003244532493102,0.0001738739722686,0.0,0.0174739730050114,0.0003477479445373,160745.08766588007,148745.08766588007
95,0.0419,60,21.5,32300.0,0.001378853,0.91986,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.839741536,0.014759536,Loaded,271.1240429545427,0.1804695641957482,518.7308871504069,18176155.839672543,9.530227273163384e-05,0.0,3.24734619610428e-06,1.2768083507645952e-05,2.7913389420605756e-05,4.765113636581692e-05,9.530227273163384e-05,0.0001429534090974,0.0001778364619556,0.0001906045454632,0.0001778364619556,9.530227273163388e-05,0.0,0.0118226214614498,0.0001906045454632,213549.5256198016,181249.5256198016
96,0.0419,60,8.94,28500.0,0.001378853,0.92952,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.348046725,0.012106136,Loaded,239.2270967245965,0.0750417629725576,215.6955409825413,16037784.564416949,0.0001041619601533,0.0,3.54923272433509e-06,1.3955056552561344e-05,3.050833178722206e-05,5.208098007665589e-05,0.0001041619601533,0.0001562429402299,0.000194368863754,0.0002083239203066,0.000194368863754,0.0001041619601533,0.0,0.012458534765259,0.0002083239203066,161065.4847627364,132565.4847627364
97,0.0419,60,7.99,25000.0,0.001378853,0.94922,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.648186121,0.007960199,Loaded,209.8483304601724,0.067067526415071,192.77487387589545,14068232.074049955,0.0001124917632174,0.0,3.833063880920381e-06,1.507103855463438e-05,3.294807461875961e-05,5.624588160872491e-05,0.0001124917632174,0.0001687376448261,0.0002099124878802,0.0002249835264348,0.0002099124878802,0.0001124917632174,0.0,0.0130568219042012,0.0002249835264348,116181.32275428396,91181.32275428396
98,0.0419,60,2.25,30600.0,0.001378853,0.91596,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.054585845,0.016086235,Loaded,256.85435648325097,0.0188863497414155,54.28579051574027,17219516.058637146,0.0001028235517141,0.0,3.5036275626834917e-06,1.377574382235541e-05,3.0116321031393832e-05,5.141177585708346e-05,0.0001028235517141,0.0001542353275712,0.0001918713596059,0.0002056471034283,0.0001918713596059,0.0001028235517141,0.0,0.0123620501286623,0.0002056471034283,177451.90736454705,146851.90736454705
99,0.0419,60,3.26,33200.0,0.001378853,0.91986,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.002458792,0.014759536,Loaded,278.6785828511089,0.0273642222920064,78.65407870280589,18682612.19433834,9.742813850743938e-05,0.0,3.319783315835202e-06,1.305289551656798e-05,2.8536041090446796e-05,4.871406925371969e-05,9.742813850743938e-05,0.0001461422077611,0.0001818033814983,0.0001948562770148,0.0001818033814983,9.74281385074394e-05,0.0,0.0119747959019061,0.0001948562770148,150574.69792781037,117374.69792781037
100,0.0419,60,7.03,18300.0,0.001378853,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.759853852,0.010447761,Unloaded,153.60897789684617,0.0590093505254004,169.61293658917958,10297945.878204567,0.0001347290467202,0.0,4.590780941853467e-06,1.805026963285079e-05,3.94612241615572e-05,6.736452336011675e-05,0.0001347290467202,0.0002020935700803,0.0002514078238076,0.0002694580934404,0.0002514078238076,0.0001347290467202,0.0,0.0146553640301867,0.0002694580934404,3919.3065506218472,-14380.693449378152
101,0.0419,60,2.33,33600.0,0.001378853,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.199296551,0.009950249,Unloaded,282.03615613847165,0.019557864398888,56.21595195629992,18907703.907523137,9.741749503153496e-05,0.0,3.3194206481883465e-06,1.3051469561181354e-05,2.853292368852978e-05,4.8708747515767474e-05,9.741749503153496e-05,0.0001461262425473,0.0001817835205018,0.000194834990063,0.0001817835205018,9.741749503153498e-05,0.0,0.0119739553458312,0.000194834990063,7619.216657592003,-25980.783342407998
102,0.0419,60,2.52,21900.0,0.001378853,0.94745,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.259217131,0.008291874,Unloaded,183.827137483111,0.0211527117103853,60.800085377629095,12323771.29686776,0.0001241413055232,0.0,4.230012409102516e-06,1.6631781281155772e-05,3.63601465624214e-05,6.207065276164631e-05,0.0001241413055232,0.0001862119582849,0.0002316508297654,0.0002482826110465,0.0002316508297654,0.0001241413055232,0.0,0.0138935206665393,0.0002482826110465,5960.064987840972,-15939.935012159029
