Well no,Dia,Dev(deg),LiquidFlowrate,Gasflowrate,Area (m2),z,GasDens,Condesnate Presence,Water presence,LiquidDens,GasVis,LiqVis,g (m/s2),Test Vg,P/T,Test status,Vsg,Vsl,Rel,Reg,film thickness,"d(0,90)","d(15,90)","d(30,90)","d(45,90)","d(60,90)","d(90,90)","d(120,90)","d(150,90)","d(180,90)","d(210,90)","d(270,90)","d(360,90)",friction_factor,critical_film_thickness
51,0.0318,60,3.65,7100.0,0.000794226,0.94745,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.085806798,0.008291874,Loaded,103.4660159702654,0.05319027581569982,116.03352288643286,5264350.892567104,0.000199003190398469,0.0,6.7808692786670455e-06,2.666137207924337e-05,5.8286684989953916e-05,9.95015951992345e-05,0.000199003190398469,0.0002985047855977035,0.0003713450087176946,0.000398006380796938,0.0003713450087176947,0.00019900319039846905,0.0,0.023828794910993302,0.000398006380796938
52,0.0318,60,0.86,7600.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.612457447,0.009950249,Loaded,110.752355123101,0.012532503342877218,27.339405392419796,5635079.828663379,0.0001970468236199961,0.0,6.7142076972150645e-06,2.6399268630047927e-05,5.7713678427027285e-05,9.852341180999805e-05,0.0001970468236199961,0.0002955702354299942,0.0003676943786099443,0.0003940936472399922,0.00036769437860994435,0.00019704682361999616,0.0,0.023639552981899455,0.0003940936472399922
53,0.0318,60,0.94,10400.0,0.000794226,0.95377,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.005541721,0.007131012,Unloaded,151.5558543789803,0.013698317607330911,29.88260589404024,7711161.870802518,0.0001644945806981077,0.0,5.605016917214193e-06,2.203809502867706e-05,4.817934721803797e-05,8.224729034905386e-05,0.0001644945806981077,0.00024674187104716157,0.00030695106636753833,0.0003289891613962154,0.0003069510663675384,0.00016449458069810774,0.0,0.02054607461036192,0.0003289891613962154
54,0.0318,60,1.55,21500.0,0.000794226,0.92561,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.65019647,0.013101161,Unloaded,313.3125835719305,0.022587651373790336,49.27450971889615,15941344.252139822,0.0001076531145267089,0.0,3.6681909249059026e-06,1.4422782550063412e-05,3.1530867229021e-05,5.382655726335445e-05,0.0001076531145267089,0.00016147967179006335,0.00020088344650335437,0.0002153062290534178,0.0002008834465033544,0.00010765311452670892,0.0,0.015159603147403023,0.0002153062290534178
55,0.0318,60,3.43,22000.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.934339903,0.010447761,Unloaded,320.59892272476606,0.049984286588452165,109.03972150697663,16312073.188236097,0.0001045770398642225,0.0,3.5633762225085454e-06,1.4010666689227878e-05,3.062990581981486e-05,5.228851993211125e-05,0.0001045770398642225,0.00015686555979633376,0.00019514341303921714,0.000209154079728445,0.00019514341303921714,0.00010457703986422253,0.0,0.014868842710145231,0.000209154079728445
56,0.0318,60,0.58,2600.0,0.000794226,0.94151,40.0,0,1,1029.0,2.5e-05,0.015,9.81,1.304237285,0.009452736,Loaded,37.88896359474508,0.008452153417289285,18.43820363674823,1927790.4677006295,0.0003660326169758925,0.0,1.2472258974703483e-05,4.9039072061070445e-05,0.0001072084713767807,0.00018301630848794624,0.0003660326169758925,0.0005490489254638387,0.0006830261618907146,0.000732065233951785,0.0006830261618907146,0.00036603261697589254,0.0,0.03983734618680969,0.000732065233951785
57,0.0318,60,1.72,23800.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,10.74714953,0.010447761,Unloaded,346.82974367497417,0.025065006685754437,54.67881078483959,17646697.358182687,0.00010138266908272442,0.0,3.4545306776026554e-06,1.3582702153613886e-05,2.969429627953824e-05,5.069133454136221e-05,0.00010138266908272442,0.00015207400362408663,0.00018918263601183495,0.00020276533816544884,0.00018918263601183497,0.00010138266908272445,0.0,0.014566387637320122,0.00020276533816544884
58,0.0318,60,0.5,9700.0,0.000794226,0.92624,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.498113093,0.012935323,Loaded,141.3549795650105,0.007286339152835592,15.895003135127787,7192141.360267734,0.00017333404278316723,0.0,5.9062142838117055e-06,2.3222358392285676e-05,5.0768365720710524e-05,8.666702139158362e-05,0.00017333404278316723,0.00026000106417475085,0.0003234457271740488,0.00034666808556633446,0.00032344572717404884,0.00017333404278316726,0.0,0.02138455671166822,0.00034666808556633446
59,0.0318,60,1.61,14100.0,0.000794226,0.9407,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.945051096,0.009618574,Unloaded,205.4747641099637,0.023462012072130608,51.181910095111476,10454555.997914953,0.00013681437894597244,0.0,4.6618369143583e-06,1.8329651175769465e-05,4.00720038294493e-05,6.840718947298622e-05,0.00013681437894597244,0.00020522156841895866,0.0002552991067161754,0.0002736287578919449,0.00025529910671617546,0.00013681437894597247,0.0,0.017921122083817412,0.0002736287578919449
60,0.0318,60,0.68,24800.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,10.83652247,0.010779436,Unloaded,361.4024219806454,0.009909421247856405,21.617204263773793,18388155.230375238,0.0001008870722042344,0.0,3.437643623474391e-06,1.3516304761932491e-05,2.95491393145634e-05,5.04435361021172e-05,0.0001008870722042344,0.0001513306083063516,0.0001882578396465363,0.0002017741444084688,0.00018825783964653632,0.00010088707220423442,0.0,0.014519206263266025,0.0002017741444084688
61,0.0318,60,3.76,13200.0,0.000794226,0.9383,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.166219703,0.010116086,Unloaded,192.35935363485962,0.054793270429323644,119.53042357616096,9787243.912941657,0.00013966650238220302,0.0,4.75902066376944e-06,1.8711763261495393e-05,4.090737144314016e-05,6.983325119110151e-05,0.00013966650238220302,0.00020949975357330454,0.00026062124150291066,0.00027933300476440604,0.00026062124150291066,0.00013966650238220305,0.0,0.018192144519723372,0.00027933300476440604
62,0.0318,60,3.67,11300.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.102638223,0.010447761,Unloaded,164.67126485408437,0.053481729381813246,116.66932301183797,8378473.955775813,0.00015267752847130124,0.0,5.202360626886837e-06,2.0454910228132465e-05,4.471821275444195e-05,7.633876423565062e-05,0.00015267752847130124,0.00022901629270695185,0.00028490014671447004,0.0003053550569426025,0.00028490014671447004,0.00015267752847130127,0.0,0.01942612489289667,0.0003053550569426025
63,0.0318,60,2.59,16200.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.700238241,0.009950249,Unloaded,236.07738855187318,0.03774323681168836,82.33611623996194,12011617.529519306,0.00012520843910893693,0.0,4.26637410427253e-06,1.677475007240053e-05,3.6672702753224696e-05,6.260421955446846e-05,0.00012520843910893693,0.00018781265866340538,0.00023364212814547331,0.00025041687821787385,0.00023364212814547334,0.00012520843910893695,0.0,0.01682182624004025,0.00025041687821787385
64,0.0318,60,3.03,22700.0,0.000794226,0.9566,40.0,0,1,1029.0,2.5e-05,0.015,9.81,16.48653635,0.006633499,Unloaded,330.79979753873585,0.044155215266183684,96.3237189988744,16831093.69877088,0.00010298158312800367,0.0,3.509012352530349e-06,1.3796916017213563e-05,3.016260736086612e-05,5.1490791564001835e-05,0.00010298158312800367,0.0001544723746920055,0.0001921662502387938,0.00020596316625600734,0.0001921662502387938,0.0001029815831280037,0.0,0.014717845041099133,0.00020596316625600734
65,0.0318,60,0.93,50800.0,0.000794226,0.92499,40.0,0,1,1029.0,2.5e-05,0.015,9.81,17.83790904,0.013266998,Unloaded,740.292057928096,0.0135525908242742,29.564705831337683,37666059.90738153,6.662100503596532e-05,0.0,2.2700556983923373e-06,8.925522249168338e-06,1.9512840605571108e-05,3.331050251798266e-05,6.662100503596532e-05,9.993150755394798e-05,0.0001243164878227623,0.00013324201007193064,0.00012431648782276232,6.662100503596534e-05,0.0,0.011280420544474076,0.00013324201007193064
66,0.0318,60,2.34,26100.0,0.000794226,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.78573961,0.010447761,Unloaded,380.3469037780179,0.03410006723527057,74.38861467239805,19352050.46422555,9.559908790347378e-05,0.0,3.257459927829594e-06,1.280784920044386e-05,2.800032457167862e-05,4.779954395173689e-05,9.559908790347378e-05,0.00014339863185521066,0.0001783903266065037,0.00019119817580694757,0.00017839032660650373,9.559908790347381e-05,0.0,0.014019437534532555,0.00019119817580694757
67,0.0318,60,0.69,23500.0,0.000794226,0.9323,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.642899442,0.011442786,Unloaded,342.4579401832728,0.010055148030913116,21.93510432647635,17424259.99652492,0.0001040009943943892,0.0,3.54374794910405e-06,1.3933491230005158e-05,3.0461186007972475e-05,5.20004971971946e-05,0.0001040009943943892,0.0001560014915915838,0.00019406849755877325,0.0002080019887887784,0.00019406849755877328,0.00010400099439438923,0.0,0.014813768628460336,0.0002080019887887784
68,0.0318,60,3.03,23300.0,0.000794226,0.9323,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.560832213,0.011442786,Unloaded,339.5434045221386,0.044155215266183684,96.3237189988744,17275968.42208641,0.00010146153479227071,0.0,3.4572179614895714e-06,1.3593268155205604e-05,2.9717395511061263e-05,5.0730767396135356e-05,0.00010146153479227071,0.00015219230218840608,0.00018932980142933583,0.00020292306958454143,0.00018932980142933583,0.00010146153479227074,0.0,0.014574038873732702,0.00020292306958454143
69,0.0318,60,2.75,21300.0,0.000794226,0.9383,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.95003634,0.010116086,Unloaded,310.3980479107962,0.040074865340595754,87.42251724320283,15793052.677701313,0.00010699417324517629,0.0,3.6457380452136564e-06,1.4334501157940315e-05,3.133786779606386e-05,5.3497086622588144e-05,0.00010699417324517629,0.00016049125986776442,0.00019965384533241227,0.00021398834649035258,0.00019965384533241227,0.00010699417324517631,0.0,0.015097474677385604,0.00021398834649035258
70,0.0318,60,2.4,21700.0,0.000794226,0.92753,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.042800366,0.012603648,Unloaded,316.2271192330647,0.034974427933610844,76.29601504861338,16089635.826578332,0.0001061541267251669,0.0,3.6171141541655928e-06,1.422195626461977e-05,3.1091823866865264e-05,5.307706336258345e-05,0.0001061541267251669,0.00015923119008775036,0.00019808629718571404,0.0002123082534503338,0.00019808629718571404,0.00010615412672516693,0.0,0.015017932638770212,0.0002123082534503338
71,0.0318,60,5.14,37100.0,0.000794226,0.9232,40.0,0,1,1029.0,2.5e-05,0.015,9.81,12.53212723,0.013764511,Unloaded,540.6463651404009,0.07490356649114989,163.40063222911368,27508087.0583436,7.701241885953863e-05,0.0,2.624134538118951e-06,1.0317707720290374e-05,2.25564152483801e-05,3.850620942976932e-05,7.701241885953863e-05,0.00011551862828930795,0.00014370712999878688,0.00015402483771907727,0.0001437071299987869,7.701241885953865e-05,0.0,0.012262444561763636,0.00015402483771907727
72,0.0318,60,3.01,16600.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.890367581,0.009950249,Unloaded,241.90645987414166,0.04386376170007026,95.68791887346929,12308200.678396326,0.00012310911661709192,0.0,4.194841425010137e-06,1.649349418922935e-05,3.6057825431260734e-05,6.155455830854596e-05,0.00012310911661709192,0.0001846636749256379,0.0002297247390449545,0.00024621823323418384,0.00022972473904495452,0.00012310911661709195,0.0,0.016623080675688094,0.00024621823323418384
73,0.0318,60,5.24,23300.0,0.000794226,0.90689,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.113572139,0.025870647,Unloaded,339.5434045221386,0.076360834321717,166.5796328561392,17275968.42208641,0.00010035607198819759,0.0,3.4195502298726104e-06,1.3445164222398585e-05,2.939361295209774e-05,5.0178035994098794e-05,0.00010035607198819759,0.00015053410798229638,0.00018726697975399658,0.00020071214397639518,0.0001872669797539966,0.00010035607198819762,0.0,0.014469644288608615,0.00020071214397639518
74,0.0318,60,1.72,27700.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.40102349,0.009784411,Unloaded,403.6631890670918,0.025065006685754437,54.67881078483959,20538383.059733633,9.298205017663257e-05,0.0,3.1682865297171446e-06,1.2457232627709418e-05,2.7233811968107857e-05,4.6491025088316284e-05,9.298205017663257e-05,0.00013947307526494885,0.00017350686772555572,0.00018596410035326514,0.00017350686772555574,9.29820501766326e-05,0.0,0.013771865731893467,0.00018596410035326514
75,0.0318,60,0.57,30400.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,19.99303046,0.007296849,Unloaded,443.009420492404,0.008306426634232575,18.12030357404568,22540319.314653516,9.015041188968522e-05,0.0,3.071800794841176e-06,1.2077865031587123e-05,2.640444431572844e-05,4.507520594484261e-05,9.015041188968522e-05,0.00013522561783452784,0.00016822295874778333,0.00018030082377937045,0.00016822295874778336,9.015041188968524e-05,0.0,0.013503858816411252,0.00018030082377937045
76,0.0318,60,7.35,14300.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.4046163,0.007296849,Unloaded,208.38929977109794,0.1071091855466832,233.65654608637846,10602847.572353462,0.00013166061122798608,0.0,4.4862265378698405e-06,1.7639177226763445e-05,3.856250021351142e-05,6.583030561399304e-05,0.00013166061122798608,0.0001974909168419791,0.0002456820452292087,0.00026332122245597216,0.0002456820452292087,0.0001316606112279861,0.0,0.017433812930927738,0.00026332122245597216
77,0.0318,60,2.92,19300.0,0.000794226,0.95471,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.32332655,0.006965174,Unloaded,281.25269129945383,0.042552220652559855,92.82681830914629,14310136.933316212,0.00011304408213313723,0.0,3.851883691597347e-06,1.514503525834582e-05,3.310984508378685e-05,5.6522041066568615e-05,0.00011304408213313723,0.00016956612319970584,0.00021094312900792864,0.00022608816426627446,0.00021094312900792866,0.00011304408213313726,0.0,0.01567007781095485,0.00022608816426627446
78,0.0318,60,0.87,13900.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.073696062,0.010779436,Unloaded,202.56022844882943,0.012678230125933929,27.65730545512235,10306264.42347644,0.00013964144489605047,0.0,4.758166850633519e-06,1.870840619490593e-05,4.090003227536557e-05,6.982072244802524e-05,0.00013964144489605047,0.0002094621673440757,0.000260574483597195,0.00027928288979210095,0.0002605744835971951,0.0001396414448960505,0.0,0.01818859014795145,0.00027928288979210095
79,0.0318,60,2.93,17200.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.321213143,0.009784411,Unloaded,250.65006685754435,0.04269794743561657,93.14471837184884,12753075.401711855,0.00012070759246996904,0.0,4.113011474050075e-06,1.617175096131664e-05,3.535443529375168e-05,6.035379623498452e-05,0.00012070759246996904,0.00018106138870495355,0.00022524343397862143,0.00024141518493993807,0.00022524343397862146,0.00012070759246996906,0.0,0.016395634868365535,0.00024141518493993807
80,0.0318,60,2.76,18500.0,0.000794226,0.94317,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.634566961,0.009121061,Unloaded,269.59454865491693,0.04022059212365246,87.7404173059054,13716970.635562174,0.00011593567322471567,0.0,3.950412268752774e-06,1.5532435007260556e-05,3.3956772506091564e-05,5.796783661235784e-05,0.00011593567322471567,0.0001739035098370735,0.0002163389114421708,0.00023187134644943135,0.00021633891144217082,0.0001159356732247157,0.0,0.015943781416725325,0.00023187134644943135
81,0.0318,60,1.4,17300.0,0.000794226,0.93523,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.559348336,0.010779436,Unloaded,252.10733468811148,0.02040174962793966,44.50600877835782,12827221.188931113,0.00012209962091692727,0.0,4.160443693162288e-06,1.6358247410418448e-05,3.5762150986261174e-05,6.104981045846364e-05,0.00012209962091692727,0.0001831494313753909,0.0002278409944234361,0.00024419924183385455,0.00022784099442343613,0.0001220996209169273,0.0,0.01652704714496751,0.00024419924183385455
82,0.0318,60,0.88,21900.0,0.000794226,0.90733,40.0,0,1,1029.0,2.5e-05,0.015,9.81,3.79529417,0.026368159,Unloaded,319.14165489419895,0.012823956908990642,27.97520551782491,16237927.401016843,0.00010774083975005002,0.0,3.6711800894048582e-06,1.443453550143846e-05,3.1556561352056514e-05,5.387041987502501e-05,0.00010774083975005002,0.00016161125962507503,0.0002010471439986616,0.00021548167950010005,0.00020104714399866162,0.00010774083975005005,0.0,0.015167684397341659,0.00021548167950010005
83,0.0318,60,2.38,13400.0,0.000794226,0.94234,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.847902681,0.009286899,Unloaded,195.27388929599388,0.03468297436749741,75.66021492320826,9935535.48738017,0.0001397468028715167,0.0,4.761756836591387e-06,1.8722521487127106e-05,4.093089091192754e-05,6.987340143575835e-05,0.0001397468028715167,0.00020962020430727503,0.00026077108425590626,0.0002794936057430334,0.0002607710842559063,0.00013974680287151672,0.0,0.018199381748079,0.0002794936057430334
84,0.0318,60,1.53,18500.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.793481942,0.009950249,Unloaded,269.59454865491693,0.02229619780767691,48.63870959349103,13716970.635562174,0.00011731173051054442,0.0,3.9973002837462954e-06,1.5716791726498943e-05,3.435981035380965e-05,5.865586525527221e-05,0.00011731173051054442,0.00017596759576581664,0.0002189066692945899,0.00023462346102108884,0.00021890666929458993,0.00011731173051054445,0.0,0.016073763760929567,0.00023462346102108884
85,0.0318,60,7.8,25200.0,0.000794226,0.9113,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.398358873,0.018076285,Unloaded,367.23149330291386,0.11366689078423522,247.96204890799348,18684738.37925226,9.52100854187852e-05,0.0,3.244204989592331e-06,1.2755732749630856e-05,2.7886388381811748e-05,4.76050427093926e-05,9.52100854187852e-05,0.0001428151281281778,0.00017766443808793953,0.0001904201708375704,0.00017766443808793955,9.521008541878522e-05,0.0,0.013982996088954258,0.0001904201708375704
86,0.0318,60,0.86,21300.0,0.000794226,0.93752,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.78141392,0.010281924,Unloaded,310.3980479107962,0.012532503342877218,27.339405392419796,15793052.677701313,0.00010951076482786753,0.0,3.731488823961746e-06,1.4671660499070856e-05,3.2074960405157134e-05,5.4755382413933765e-05,0.00010951076482786753,0.0001642661472418013,0.0002043498691566642,0.00021902152965573506,0.00020434986915666422,0.00010951076482786756,0.0,0.015335152052191275,0.00021902152965573506
87,0.0318,60,2.13,28300.0,0.000794226,0.93089,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.26833199,0.011774461,Unloaded,412.4067960504945,0.031039804791079623,67.71271335564437,20983257.783049162,9.14612841562132e-05,0.0,3.1164676841636927e-06,1.2253488614185388e-05,2.6788389913325102e-05,4.57306420781066e-05,9.14612841562132e-05,0.00013719192623431981,0.000170669079698241,0.0001829225683124264,0.00017066907969824104,9.146128415621322e-05,0.0,0.01362811912320413,0.0001829225683124264
88,0.0318,60,1.03,30300.0,0.000794226,0.93599,40.0,0,1,1029.0,2.5e-05,0.015,9.81,13.45758233,0.010613599,Unloaded,441.5521526618369,0.01500985865484132,32.74370645836324,22466173.52743426,8.925737540436348e-05,0.0,3.0413713145101228e-06,1.1958220829060378e-05,2.61428799850247e-05,4.462868770218174e-05,8.925737540436348e-05,0.00013388606310654522,0.0001665565299796666,0.00017851475080872696,0.0001665565299796666,8.92573754043635e-05,0.0,0.013419566257939362,0.00017851475080872696
89,0.0318,60,2.02,34300.0,0.000794226,0.95285,40.0,0,1,1029.0,2.5e-05,0.015,9.81,22.55792581,0.007296849,Unloaded,499.84286588452164,0.029436810177455794,64.21581266591627,25432005.01620446,8.205375858043047e-05,0.0,2.7959140235044394e-06,1.0993119173782328e-05,2.403298946636422e-05,4.1026879290215234e-05,8.205375858043047e-05,0.0001230806378706457,0.0001531143979870786,0.00016410751716086094,0.00015311439798707863,8.205375858043048e-05,0.0,0.012738747220517906,0.00016410751716086094
90,0.0318,60,0.67,15300.0,0.000794226,0.93989,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.402009365,0.009784411,Unloaded,222.96197807676913,0.009763694464799693,21.299304201071237,11344305.444546014,0.0001329007841699365,0.0,4.528484406125457e-06,1.780532889589872e-05,3.892573845836463e-05,6.645039208496825e-05,0.0001329007841699365,0.00019935117625490478,0.0002479962394439743,0.000265801568339873,0.0002479962394439743,0.00013290078416993654,0.0,0.017549650956084552,0.000265801568339873
91,0.0318,60,2.57,26400.0,0.000794226,0.90952,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.340909023,0.01907131,Unloaded,384.71870726971923,0.037451783245574945,81.70031611455684,19574487.825883314,9.480041844641792e-05,0.0,3.230245926012257e-06,1.27008477824251e-05,2.776639970363354e-05,4.740020922320896e-05,9.480041844641792e-05,0.00014220062766962687,0.00017689998911041074,0.00018960083689283585,0.00017689998911041077,9.480041844641795e-05,0.0,0.01394393132036925,0.00018960083689283585
92,0.0318,60,0.21,15300.0,0.000794226,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.272447228,0.009950249,Unloaded,222.96197807676913,0.0030602624441909486,6.675901316753672,11344305.444546014,0.00013602058978925448,0.0,4.634789204742438e-06,1.8223303594017884e-05,3.983950836827897e-05,6.801029489462724e-05,0.00013602058978925448,0.00020403088468388172,0.0002538178759844911,0.00027204117957850896,0.0002538178759844911,0.0001360205897892545,0.0,0.017844426268059564,0.00027204117957850896
93,0.0318,60,2.6,27000.0,0.000794226,0.93449,40.0,0,1,1029.0,2.5e-05,0.015,9.81,11.60987835,0.010945274,Unloaded,393.462314253122,0.03788896359474508,82.65401630266449,20019362.549198847,9.35720927348932e-05,0.0,3.18839174234416e-06,1.2536283341202383e-05,2.7406631432233738e-05,4.67860463674466e-05,9.35720927348932e-05,0.0001403581391023398,0.000174607902128584,0.0001871441854697864,0.00017460790212858404,9.357209273489323e-05,0.0,0.01382777255912294,0.0001871441854697864
94,0.0419,60,3.4,12000.0,0.001378853,0.91345,40.0,0,1,1029.0,2.5e-05,0.015,9.81,1.861607747,0.01708126,Loaded,100.72719862088273,0.028539372942583442,82.0318612237853,6752751.395543978,0.000173873972268669,0.0,5.924611934892347e-06,2.3294695227090653e-05,5.092650740565143e-05,8.69369861343345e-05,0.000173873972268669,0.00026081095840300354,0.00032445324931024735,0.000347747944537338,0.0003244532493102474,0.00017387397226866904,0.0,0.017473973005011464,0.000347747944537338
95,0.0419,60,21.5,32300.0,0.001378853,0.91986,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.839741536,0.014759536,Loaded,271.1240429545427,0.18046956419574822,518.7308871504069,18176155.839672543,9.530227273163384e-05,0.0,3.2473461961042796e-06,1.2768083507645952e-05,2.7913389420605753e-05,4.765113636581692e-05,9.530227273163384e-05,0.00014295340909745076,0.00017783646195562174,0.0001906045454632677,0.00017783646195562177,9.530227273163387e-05,0.0,0.011822621461449849,0.0001906045454632677
96,0.0419,60,8.94,28500.0,0.001378853,0.92952,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.348046725,0.012106136,Loaded,239.22709672459646,0.07504176297255763,215.6955409825413,16037784.564416947,0.00010416196015331178,0.0,3.54923272433509e-06,1.3955056552561343e-05,3.050833178722206e-05,5.208098007665589e-05,0.00010416196015331178,0.00015624294022996768,0.00019436886375406222,0.00020832392030662356,0.00019436886375406225,0.0001041619601533118,0.0,0.01245853476525903,0.00020832392030662356
97,0.0419,60,7.99,25000.0,0.001378853,0.94922,40.0,0,1,1029.0,2.5e-05,0.015,9.81,8.648186121,0.007960199,Loaded,209.84833046017238,0.06706752641507109,192.77487387589545,14068232.074049955,0.00011249176321744982,0.0,3.833063880920381e-06,1.5071038554634381e-05,3.294807461875961e-05,5.624588160872491e-05,0.00011249176321744982,0.00016873764482617474,0.00020991248788026525,0.00022498352643489963,0.00020991248788026527,0.00011249176321744984,0.0,0.013056821904201267,0.00022498352643489963
98,0.0419,60,2.25,30600.0,0.001378853,0.91596,40.0,0,1,1029.0,2.5e-05,0.015,9.81,5.054585845,0.016086235,Loaded,256.85435648325097,0.018886349741415513,54.28579051574027,17219516.058637146,0.00010282355171416692,0.0,3.5036275626834913e-06,1.377574382235541e-05,3.0116321031393832e-05,5.141177585708346e-05,0.00010282355171416692,0.0001542353275712504,0.00019187135960597844,0.00020564710342833384,0.00019187135960597847,0.00010282355171416695,0.0,0.012362050128662313,0.00020564710342833384
99,0.0419,60,3.26,33200.0,0.001378853,0.91986,40.0,0,1,1029.0,2.5e-05,0.015,9.81,6.002458792,0.014759536,Loaded,278.6785828511089,0.027364222292006475,78.65407870280589,18682612.19433834,9.742813850743938e-05,0.0,3.319783315835202e-06,1.305289551656798e-05,2.8536041090446793e-05,4.871406925371969e-05,9.742813850743938e-05,0.00014614220776115906,0.00018180338149831077,0.00019485627701487876,0.0001818033814983108,9.742813850743941e-05,0.0,0.011974795901906175,0.00019485627701487876
100,0.0419,60,7.03,18300.0,0.001378853,0.93675,40.0,0,1,1029.0,2.5e-05,0.015,9.81,4.759853852,0.010447761,Unloaded,153.60897789684617,0.05900935052540047,169.61293658917958,10297945.878204567,0.0001347290467202335,0.0,4.590780941853467e-06,1.805026963285079e-05,3.94612241615572e-05,6.736452336011675e-05,0.0001347290467202335,0.00020209357008035025,0.0002514078238076162,0.000269458093440467,0.00025140782380761624,0.00013472904672023352,0.0,0.014655364030186708,0.000269458093440467
101,0.0419,60,2.33,33600.0,0.001378853,0.93909,40.0,0,1,1029.0,2.5e-05,0.015,9.81,9.199296551,0.009950249,Unloaded,282.03615613847165,0.019557864398888063,56.21595195629992,18907703.907523137,9.741749503153495e-05,0.0,3.3194206481883465e-06,1.3051469561181354e-05,2.853292368852978e-05,4.8708747515767474e-05,9.741749503153495e-05,0.00014612624254730242,0.00018178352050188856,0.0001948349900630699,0.00018178352050188856,9.741749503153498e-05,0.0,0.011973955345831256,0.0001948349900630699
102,0.0419,60,2.52,21900.0,0.001378853,0.94745,40.0,0,1,1029.0,2.5e-05,0.015,9.81,7.259217131,0.008291874,Unloaded,183.827137483111,0.021152711710385373,60.800085377629095,12323771.29686776,0.00012414130552329262,0.0,4.230012409102516e-06,1.6631781281155772e-05,3.63601465624214e-05,6.207065276164631e-05,0.00012414130552329262,0.00018621195828493893,0.00023165082976542948,0.00024828261104658524,0.0002316508297654295,0.00012414130552329265,0.0,0.01389352066653934,0.00024828261104658524
103,0.0518414,90,1986.701552,16083.9691,0.002111054,0.137384793,39.98097457,1,1,878.8454585,2.5e-05,0.015,9.81,1.811776905,0.002310935,Near L.U,88.18147634470745,10.89222907744094,33083.750856605904,7310842.947459568,0.0001362436889088515,-6.812184445442575e-05,-6.115825777007824e-05,-4.074205464170285e-05,-8.264565573127481e-06,3.4060922227212886e-05,0.0001362436889088515,0.0002384264555904901,0.00031322943245940584,0.0003406092222721287,0.00031322943245940584,0.00013624368890885152,-6.812184445442575e-05,0.014871415506018653,0.0003406092222721287
104,0.0990854,90,1793.37336,13308.91809,0.017102346,3.627506812,39.98041477,0,1,1000.0,2.5e-05,0.015,9.81,2.512881581,0.004493485,Loaded,9.006800468991797,1.2136640943084651,8017.0928166794665,1427208.7358964526,0.00037938373805331547,-0.00018969186902665773,-0.00017030108793636084,-0.0001134501943519929,-2.3013482720784885e-05,9.484593451332891e-05,0.00037938373805331547,0.000663921541593302,0.0008722176704586238,0.0009484593451332887,0.0008722176704586238,0.0003793837380533156,-0.00018969186902665773,0.019526766383223836,0.0009484593451332887
